trigger_catalog,trigger_schema,event_object_schema,event_object_table,trigger_name,event_manipulation,action_timing,action_orientation,action_condition,action_order,full_trigger_definition
postgres,public,public,form_submission_signatures,trg_sync_form_submission_signatures_org,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_sync_form_submission_signatures_org BEFORE INSERT OR UPDATE OF form_submission_id ON form_submission_signatures FOR EACH ROW EXECUTE FUNCTION sync_form_submission_signatures_org_from_submission()
postgres,public,public,form_submission_signatures,trg_validate_form_submission_signatures_drawn_doc,INSERT,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_form_submission_signatures_drawn_doc BEFORE INSERT OR UPDATE OF drawn_asset_document_id ON form_submission_signatures FOR EACH ROW EXECUTE FUNCTION validate_form_submission_signatures_drawn_asset_org()
postgres,public,public,form_submission_signatures,trg_validate_form_submission_signatures_drawn_doc,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_form_submission_signatures_drawn_doc BEFORE INSERT OR UPDATE OF drawn_asset_document_id ON form_submission_signatures FOR EACH ROW EXECUTE FUNCTION validate_form_submission_signatures_drawn_asset_org()
postgres,public,public,form_submissions,trg_form_submissions_submitted_immutability,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_form_submissions_submitted_immutability BEFORE UPDATE ON form_submissions FOR EACH ROW EXECUTE FUNCTION enforce_form_submissions_submitted_immutability()
postgres,public,public,form_submissions,trg_form_submissions_updated_at,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_form_submissions_updated_at BEFORE UPDATE ON form_submissions FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,form_submissions,trg_sync_form_submissions_from_version,INSERT,BEFORE,ROW,,1,"CREATE TRIGGER trg_sync_form_submissions_from_version BEFORE INSERT OR UPDATE OF form_definition_version_id, created_via_public_link_id ON form_submissions FOR EACH ROW EXECUTE FUNCTION sync_form_submissions_org_and_definition_from_version()"
postgres,public,public,form_submissions,trg_sync_form_submissions_from_version,UPDATE,BEFORE,ROW,,3,"CREATE TRIGGER trg_sync_form_submissions_from_version BEFORE INSERT OR UPDATE OF form_definition_version_id, created_via_public_link_id ON form_submissions FOR EACH ROW EXECUTE FUNCTION sync_form_submissions_org_and_definition_from_version()"
postgres,public,public,gl_account_mappings,trg_gl_account_mappings_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_gl_account_mappings_updated_at BEFORE UPDATE ON gl_account_mappings FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,gl_accounts,trg_gl_accounts_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_gl_accounts_updated_at BEFORE UPDATE ON gl_accounts FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,gl_journal_entries,trg_gl_journal_entries_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_gl_journal_entries_updated_at BEFORE UPDATE ON gl_journal_entries FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,industries,trg_industries_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_industries_updated_at BEFORE UPDATE ON industries FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,industry_default_entity_labels,trg_industry_default_entity_labels_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_industry_default_entity_labels_updated_at BEFORE UPDATE ON industry_default_entity_labels FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,jobs,jobs_assign_pricing_tier,INSERT,BEFORE,ROW,,1,CREATE TRIGGER jobs_assign_pricing_tier BEFORE INSERT ON jobs FOR EACH ROW EXECUTE FUNCTION trg_jobs_assign_pricing_tier()
postgres,public,public,jobs,jobs_increment_completed_counter,UPDATE,AFTER,ROW,,1,CREATE TRIGGER jobs_increment_completed_counter AFTER UPDATE ON jobs FOR EACH ROW EXECUTE FUNCTION trg_jobs_increment_completed_counter()
postgres,public,public,jobs,trg_assign_org_record_number_jobs,INSERT,BEFORE,ROW,,2,CREATE TRIGGER trg_assign_org_record_number_jobs BEFORE INSERT ON jobs FOR EACH ROW EXECUTE FUNCTION trg_assign_org_scoped_record_number()
postgres,public,public,jobs,trg_jobs_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_jobs_updated_at BEFORE UPDATE ON jobs FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,jobs,trg_jobs_work_unit_org_integrity,INSERT,BEFORE,ROW,,3,"CREATE TRIGGER trg_jobs_work_unit_org_integrity BEFORE INSERT OR UPDATE OF org_id, work_unit_id ON jobs FOR EACH ROW EXECUTE FUNCTION enforce_jobs_work_unit_same_org()"
postgres,public,public,jobs,trg_jobs_work_unit_org_integrity,UPDATE,BEFORE,ROW,,2,"CREATE TRIGGER trg_jobs_work_unit_org_integrity BEFORE INSERT OR UPDATE OF org_id, work_unit_id ON jobs FOR EACH ROW EXECUTE FUNCTION enforce_jobs_work_unit_same_org()"
postgres,public,public,location_types,trg_location_types_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_location_types_updated_at BEFORE UPDATE ON location_types FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,locations,trg_assign_org_record_number_locations,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_assign_org_record_number_locations BEFORE INSERT ON locations FOR EACH ROW EXECUTE FUNCTION trg_assign_org_scoped_record_number()
postgres,public,public,locations,trg_locations_parent_same_org,INSERT,BEFORE,ROW,,2,"CREATE TRIGGER trg_locations_parent_same_org BEFORE INSERT OR UPDATE OF parent_location_id, org_id ON locations FOR EACH ROW EXECUTE FUNCTION locations_parent_same_org()"
postgres,public,public,locations,trg_locations_parent_same_org,UPDATE,BEFORE,ROW,,1,"CREATE TRIGGER trg_locations_parent_same_org BEFORE INSERT OR UPDATE OF parent_location_id, org_id ON locations FOR EACH ROW EXECUTE FUNCTION locations_parent_same_org()"
postgres,public,public,locations,trg_locations_updated_at,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_locations_updated_at BEFORE UPDATE ON locations FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,operational_tasks,trg_operational_tasks_org_entity,INSERT,BEFORE,ROW,,1,"CREATE TRIGGER trg_operational_tasks_org_entity BEFORE INSERT OR UPDATE OF org_id, entity_id ON operational_tasks FOR EACH ROW EXECUTE FUNCTION enforce_operational_tasks_org_matches_opportunity()"
postgres,public,public,operational_tasks,trg_operational_tasks_org_entity,UPDATE,BEFORE,ROW,,1,"CREATE TRIGGER trg_operational_tasks_org_entity BEFORE INSERT OR UPDATE OF org_id, entity_id ON operational_tasks FOR EACH ROW EXECUTE FUNCTION enforce_operational_tasks_org_matches_opportunity()"
postgres,public,public,operational_tasks,trg_operational_tasks_updated_at,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_operational_tasks_updated_at BEFORE UPDATE ON operational_tasks FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,opportunities,trg_assign_org_record_number_opportunities,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_assign_org_record_number_opportunities BEFORE INSERT ON opportunities FOR EACH ROW EXECUTE FUNCTION trg_assign_org_scoped_record_number()
postgres,public,public,opportunities,trg_opportunities_work_unit_org_integrity,INSERT,BEFORE,ROW,,2,"CREATE TRIGGER trg_opportunities_work_unit_org_integrity BEFORE INSERT OR UPDATE OF org_id, work_unit_id ON opportunities FOR EACH ROW EXECUTE FUNCTION enforce_opportunities_work_unit_same_org()"
postgres,public,public,opportunities,trg_opportunities_work_unit_org_integrity,UPDATE,BEFORE,ROW,,1,"CREATE TRIGGER trg_opportunities_work_unit_org_integrity BEFORE INSERT OR UPDATE OF org_id, work_unit_id ON opportunities FOR EACH ROW EXECUTE FUNCTION enforce_opportunities_work_unit_same_org()"
postgres,public,public,opportunities,trg_opps_updated_at,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_opps_updated_at BEFORE UPDATE ON opportunities FOR EACH ROW EXECUTE FUNCTION set_updated_at_opportunities()
postgres,public,public,opportunity_customer_members,trg_opportunity_customer_members_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_opportunity_customer_members_updated_at BEFORE UPDATE ON opportunity_customer_members FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,opportunity_customer_members,trg_validate_opportunity_customer_members_consistency,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_opportunity_customer_members_consistency BEFORE INSERT OR UPDATE ON opportunity_customer_members FOR EACH ROW EXECUTE FUNCTION validate_opportunity_customer_members_consistency()
postgres,public,public,opportunity_customer_members,trg_validate_opportunity_customer_members_consistency,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_opportunity_customer_members_consistency BEFORE INSERT OR UPDATE ON opportunity_customer_members FOR EACH ROW EXECUTE FUNCTION validate_opportunity_customer_members_consistency()
postgres,public,public,opportunity_persons,trg_opportunity_persons_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_opportunity_persons_updated_at BEFORE UPDATE ON opportunity_persons FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,opportunity_persons,trg_validate_opportunity_persons_consistency,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_opportunity_persons_consistency BEFORE INSERT OR UPDATE ON opportunity_persons FOR EACH ROW EXECUTE FUNCTION validate_opportunity_persons_consistency()
postgres,public,public,opportunity_persons,trg_validate_opportunity_persons_consistency,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_opportunity_persons_consistency BEFORE INSERT OR UPDATE ON opportunity_persons FOR EACH ROW EXECUTE FUNCTION validate_opportunity_persons_consistency()
postgres,public,public,payment_allocations,trg_payment_allocations_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_payment_allocations_updated_at BEFORE UPDATE ON payment_allocations FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,payments,payments_post_to_ledger,UPDATE,AFTER,ROW,,1,"CREATE TRIGGER payments_post_to_ledger AFTER UPDATE OF posted_at, paid_at ON payments FOR EACH ROW EXECUTE FUNCTION trg_post_payment_to_ledger()"
postgres,public,public,payments,trg_payments_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_payments_updated_at BEFORE UPDATE ON payments FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,person_relationship_type_settings,trg_person_relationship_type_settings_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_person_relationship_type_settings_updated_at BEFORE UPDATE ON person_relationship_type_settings FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,persons,trg_assign_org_record_number_persons,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_assign_org_record_number_persons BEFORE INSERT ON persons FOR EACH ROW EXECUTE FUNCTION trg_assign_org_scoped_record_number()
postgres,public,public,persons,trg_set_person_full_name,INSERT,BEFORE,ROW,,2,"CREATE TRIGGER trg_set_person_full_name BEFORE INSERT OR UPDATE OF first_name, last_name ON persons FOR EACH ROW EXECUTE FUNCTION set_person_full_name()"
postgres,public,public,persons,trg_set_person_full_name,UPDATE,BEFORE,ROW,,1,"CREATE TRIGGER trg_set_person_full_name BEFORE INSERT OR UPDATE OF first_name, last_name ON persons FOR EACH ROW EXECUTE FUNCTION set_person_full_name()"
postgres,public,public,placement_candidates,trg_placement_candidates_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_placement_candidates_updated_at BEFORE UPDATE ON placement_candidates FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,placement_candidates,trg_validate_placement_candidates_consistency,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_placement_candidates_consistency BEFORE INSERT OR UPDATE ON placement_candidates FOR EACH ROW EXECUTE FUNCTION validate_placement_candidates_consistency()
postgres,public,public,placement_candidates,trg_validate_placement_candidates_consistency,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_placement_candidates_consistency BEFORE INSERT OR UPDATE ON placement_candidates FOR EACH ROW EXECUTE FUNCTION validate_placement_candidates_consistency()
postgres,public,public,placement_link_group_members,trg_validate_placement_link_group_members_consistency,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_placement_link_group_members_consistency BEFORE INSERT OR UPDATE ON placement_link_group_members FOR EACH ROW EXECUTE FUNCTION validate_placement_link_group_members_consistency()
postgres,public,public,placement_link_group_members,trg_validate_placement_link_group_members_consistency,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_placement_link_group_members_consistency BEFORE INSERT OR UPDATE ON placement_link_group_members FOR EACH ROW EXECUTE FUNCTION validate_placement_link_group_members_consistency()
postgres,public,public,placement_link_groups,trg_placement_link_groups_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_placement_link_groups_updated_at BEFORE UPDATE ON placement_link_groups FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,placement_link_groups,trg_validate_placement_link_groups_consistency,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_placement_link_groups_consistency BEFORE INSERT OR UPDATE ON placement_link_groups FOR EACH ROW EXECUTE FUNCTION validate_placement_link_groups_consistency()
postgres,public,public,placement_link_groups,trg_validate_placement_link_groups_consistency,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_placement_link_groups_consistency BEFORE INSERT OR UPDATE ON placement_link_groups FOR EACH ROW EXECUTE FUNCTION validate_placement_link_groups_consistency()
postgres,public,public,placement_overrides,trg_placement_overrides_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_placement_overrides_updated_at BEFORE UPDATE ON placement_overrides FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,placement_overrides,trg_validate_placement_overrides_consistency,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_placement_overrides_consistency BEFORE INSERT OR UPDATE ON placement_overrides FOR EACH ROW EXECUTE FUNCTION validate_placement_overrides_consistency()
postgres,public,public,placement_overrides,trg_validate_placement_overrides_consistency,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_placement_overrides_consistency BEFORE INSERT OR UPDATE ON placement_overrides FOR EACH ROW EXECUTE FUNCTION validate_placement_overrides_consistency()
postgres,public,public,pricing_addons,trg_pricing_addons_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_pricing_addons_updated_at BEFORE UPDATE ON pricing_addons FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,pricing_first_clean_prices,trg_pricing_first_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_pricing_first_updated_at BEFORE UPDATE ON pricing_first_clean_prices FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,pricing_frequencies,trg_pricing_freq_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_pricing_freq_updated_at BEFORE UPDATE ON pricing_frequencies FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,pricing_recurring_prices,trg_pricing_rec_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_pricing_rec_updated_at BEFORE UPDATE ON pricing_recurring_prices FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,pricing_services,trg_pricing_services_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_pricing_services_updated_at BEFORE UPDATE ON pricing_services FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,pricing_square_footage_tiers,trg_pricing_sqft_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_pricing_sqft_updated_at BEFORE UPDATE ON pricing_square_footage_tiers FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,processing_cases,trg_processing_cases_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_processing_cases_updated_at BEFORE UPDATE ON processing_cases FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,processing_commit_attempts,trg_processing_commit_attempts_append_only,DELETE,BEFORE,ROW,,1,CREATE TRIGGER trg_processing_commit_attempts_append_only BEFORE DELETE OR UPDATE ON processing_commit_attempts FOR EACH ROW EXECUTE FUNCTION processing_commit_attempts_append_only_guard()
postgres,public,public,processing_commit_attempts,trg_processing_commit_attempts_append_only,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_processing_commit_attempts_append_only BEFORE DELETE OR UPDATE ON processing_commit_attempts FOR EACH ROW EXECUTE FUNCTION processing_commit_attempts_append_only_guard()
postgres,public,public,processing_commit_plans,trg_processing_commit_plans_immutable,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_processing_commit_plans_immutable BEFORE UPDATE ON processing_commit_plans FOR EACH ROW EXECUTE FUNCTION processing_commit_plans_immutable_guard()
postgres,public,public,processing_facts,trg_processing_facts_immutable,DELETE,BEFORE,ROW,,1,CREATE TRIGGER trg_processing_facts_immutable BEFORE DELETE OR UPDATE ON processing_facts FOR EACH ROW EXECUTE FUNCTION processing_facts_immutable_guard()
postgres,public,public,processing_facts,trg_processing_facts_immutable,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_processing_facts_immutable BEFORE DELETE OR UPDATE ON processing_facts FOR EACH ROW EXECUTE FUNCTION processing_facts_immutable_guard()
postgres,public,public,processing_plan_operations,trg_processing_plan_operations_immutable,DELETE,BEFORE,ROW,,1,CREATE TRIGGER trg_processing_plan_operations_immutable BEFORE DELETE OR UPDATE ON processing_plan_operations FOR EACH ROW EXECUTE FUNCTION processing_plan_operations_immutable_guard()
postgres,public,public,processing_plan_operations,trg_processing_plan_operations_immutable,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_processing_plan_operations_immutable BEFORE DELETE OR UPDATE ON processing_plan_operations FOR EACH ROW EXECUTE FUNCTION processing_plan_operations_immutable_guard()
postgres,public,public,program_offering_variants,program_offering_variants_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER program_offering_variants_updated_at BEFORE UPDATE ON program_offering_variants FOR EACH ROW EXECUTE FUNCTION set_program_offering_variants_updated_at()
postgres,public,public,program_offerings,program_offerings_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER program_offerings_updated_at BEFORE UPDATE ON program_offerings FOR EACH ROW EXECUTE FUNCTION set_program_offerings_updated_at()
postgres,public,public,quotes,trg_quotes_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_quotes_updated_at BEFORE UPDATE ON quotes FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,record_drawer_layouts,trg_record_drawer_layouts_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_record_drawer_layouts_updated_at BEFORE UPDATE ON record_drawer_layouts FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,recurrence_plans,trg_recurrence_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_recurrence_updated_at BEFORE UPDATE ON recurrence_plans FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,resolved_obligations,trg_resolved_obligations_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_resolved_obligations_updated_at BEFORE UPDATE ON resolved_obligations FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,role_definitions,trg_role_definitions_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_role_definitions_updated_at BEFORE UPDATE ON role_definitions FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,role_permission_grants,trg_role_permission_grants_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_role_permission_grants_updated_at BEFORE UPDATE ON role_permission_grants FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,schedule_assignments,trg_schedule_assignments_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_schedule_assignments_updated_at BEFORE UPDATE ON schedule_assignments FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,schedule_assignments,trg_validate_schedule_assignments_consistency,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_schedule_assignments_consistency BEFORE INSERT OR UPDATE ON schedule_assignments FOR EACH ROW EXECUTE FUNCTION validate_schedule_assignments_consistency()
postgres,public,public,schedule_assignments,trg_validate_schedule_assignments_consistency,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_schedule_assignments_consistency BEFORE INSERT OR UPDATE ON schedule_assignments FOR EACH ROW EXECUTE FUNCTION validate_schedule_assignments_consistency()
postgres,public,public,schedule_patterns,trg_schedule_patterns_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_schedule_patterns_updated_at BEFORE UPDATE ON schedule_patterns FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,schedule_patterns,trg_validate_schedule_patterns_consistency,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_validate_schedule_patterns_consistency BEFORE INSERT OR UPDATE ON schedule_patterns FOR EACH ROW EXECUTE FUNCTION validate_schedule_patterns_consistency()
postgres,public,public,schedule_patterns,trg_validate_schedule_patterns_consistency,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_schedule_patterns_consistency BEFORE INSERT OR UPDATE ON schedule_patterns FOR EACH ROW EXECUTE FUNCTION validate_schedule_patterns_consistency()
postgres,public,public,schedule_patterns,trg_validate_schedule_patterns_weekdays,INSERT,BEFORE,ROW,,2,CREATE TRIGGER trg_validate_schedule_patterns_weekdays BEFORE INSERT OR UPDATE OF weekdays ON schedule_patterns FOR EACH ROW EXECUTE FUNCTION validate_schedule_patterns_weekdays()
postgres,public,public,schedule_patterns,trg_validate_schedule_patterns_weekdays,UPDATE,BEFORE,ROW,,3,CREATE TRIGGER trg_validate_schedule_patterns_weekdays BEFORE INSERT OR UPDATE OF weekdays ON schedule_patterns FOR EACH ROW EXECUTE FUNCTION validate_schedule_patterns_weekdays()
postgres,public,public,schedules,trg_assign_org_record_number_schedules,INSERT,BEFORE,ROW,,1,CREATE TRIGGER trg_assign_org_record_number_schedules BEFORE INSERT ON schedules FOR EACH ROW EXECUTE FUNCTION trg_assign_org_scoped_record_number()
postgres,public,public,schedules,trg_prevent_completed_schedule_history_rewrite,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_prevent_completed_schedule_history_rewrite BEFORE UPDATE ON schedules FOR EACH ROW EXECUTE FUNCTION prevent_completed_schedule_history_rewrite()
postgres,public,public,schedules,trg_schedules_updated_at,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_schedules_updated_at BEFORE UPDATE ON schedules FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,service_offerings,trg_service_offerings_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_service_offerings_updated_at BEFORE UPDATE ON service_offerings FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,service_plan_templates,trg_service_plan_templates_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_service_plan_templates_updated_at BEFORE UPDATE ON service_plan_templates FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,service_pricing_rules,trg_service_pricing_rules_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_service_pricing_rules_updated_at BEFORE UPDATE ON service_pricing_rules FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,status_definitions,trg_status_definitions_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_status_definitions_updated_at BEFORE UPDATE ON status_definitions FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,status_transition_rules,set_status_transition_rules_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER set_status_transition_rules_updated_at BEFORE UPDATE ON status_transition_rules FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,task_assist_proposals,trg_task_assist_proposals_org_entity,INSERT,BEFORE,ROW,,1,"CREATE TRIGGER trg_task_assist_proposals_org_entity BEFORE INSERT OR UPDATE OF org_id, entity_id ON task_assist_proposals FOR EACH ROW EXECUTE FUNCTION enforce_task_assist_proposals_org_matches_opportunity()"
postgres,public,public,task_assist_proposals,trg_task_assist_proposals_org_entity,UPDATE,BEFORE,ROW,,1,"CREATE TRIGGER trg_task_assist_proposals_org_entity BEFORE INSERT OR UPDATE OF org_id, entity_id ON task_assist_proposals FOR EACH ROW EXECUTE FUNCTION enforce_task_assist_proposals_org_matches_opportunity()"
postgres,public,public,task_assist_proposals,trg_task_assist_proposals_updated_at,UPDATE,BEFORE,ROW,,2,CREATE TRIGGER trg_task_assist_proposals_updated_at BEFORE UPDATE ON task_assist_proposals FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,tour_availability_rules,trg_tour_availability_rules_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_tour_availability_rules_updated_at BEFORE UPDATE ON tour_availability_rules FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,tour_availability_rules,trg_validate_tour_availability_rules_location_org,INSERT,BEFORE,ROW,,1,"CREATE TRIGGER trg_validate_tour_availability_rules_location_org BEFORE INSERT OR UPDATE OF org_id, location_id ON tour_availability_rules FOR EACH ROW EXECUTE FUNCTION validate_tour_availability_rules_location_org()"
postgres,public,public,tour_availability_rules,trg_validate_tour_availability_rules_location_org,UPDATE,BEFORE,ROW,,2,"CREATE TRIGGER trg_validate_tour_availability_rules_location_org BEFORE INSERT OR UPDATE OF org_id, location_id ON tour_availability_rules FOR EACH ROW EXECUTE FUNCTION validate_tour_availability_rules_location_org()"
postgres,public,public,tour_bookings,trg_tour_bookings_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_tour_bookings_updated_at BEFORE UPDATE ON tour_bookings FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,tour_bookings,trg_validate_tour_booking_org_integrity,INSERT,BEFORE,ROW,,1,"CREATE TRIGGER trg_validate_tour_booking_org_integrity BEFORE INSERT OR UPDATE OF org_id, opportunity_id, location_id, form_submission_id, form_public_link_id, rescheduled_from_booking_id ON tour_bookings FOR EACH ROW EXECUTE FUNCTION validate_tour_booking_org_integrity()"
postgres,public,public,tour_bookings,trg_validate_tour_booking_org_integrity,UPDATE,BEFORE,ROW,,2,"CREATE TRIGGER trg_validate_tour_booking_org_integrity BEFORE INSERT OR UPDATE OF org_id, opportunity_id, location_id, form_submission_id, form_public_link_id, rescheduled_from_booking_id ON tour_bookings FOR EACH ROW EXECUTE FUNCTION validate_tour_booking_org_integrity()"
postgres,public,public,tour_public_booking_links,trg_tour_public_booking_links_updated_at,UPDATE,BEFORE,ROW,,1,CREATE TRIGGER trg_tour_public_booking_links_updated_at BEFORE UPDATE ON tour_public_booking_links FOR EACH ROW EXECUTE FUNCTION set_updated_at()
postgres,public,public,tour_public_booking_links,trg_validate_tour_public_booking_link_scope,INSERT,BEFORE,ROW,,1,"CREATE TRIGGER trg_validate_tour_public_booking_link_scope BEFORE INSERT OR UPDATE OF org_id, opportunity_id, location_id ON tour_public_booking_links FOR EACH ROW EXECUTE FUNCTION validate_tour_public_booking_link_scope()"
postgres,public,public,tour_public_booking_links,trg_validate_tour_public_booking_link_scope,UPDATE,BEFORE,ROW,,2,"CREATE TRIGGER trg_validate_tour_public_booking_link_scope BEFORE INSERT OR UPDATE OF org_id, opportunity_id, location_id ON tour_public_booking_links FOR EACH ROW EXECUTE FUNCTION validate_tour_public_booking_link_scope()"
